更新时间,#genre#
东南卫视,http://115.60.241.249:2000/rtp/225.1.4.228:1274$组播源
东南卫视,http://www.furymax.top:85/rtp/239.69.1.108:10286$组播源
甘肃卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001298/index.m3u8?love=freedom#http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw1400573680_-1979013462/ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8?icpid=3&RTS=1668600490&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3$订阅源-IPv6
甘肃卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8$订阅源-IPv6
甘肃卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000017827/index.m3u8?channel-id=bestzb&Contentid=1000000002000017827&livemode=1&stbId=3$订阅源-IPv6
甘肃卫视,http://221.224.4.170:1111/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://119.125.134.232:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://123.122.163.183:19999/udp/239.3.1.49:8188$订阅源
甘肃卫视,http://221.219.79.161:4000/rtp/239.3.1.49:8188$组播源
甘肃卫视,http://115.60.241.249:2000/rtp/225.1.4.42:1071$组播源
甘肃卫视,http://114.243.110.0:4000/rtp/239.3.1.49:8188$组播源
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/main.m3u8$订阅源-IPv6
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8$订阅源-IPv6
广西卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031118/1.m3u8?channel-id=bestzb&Contentid=5000000011000031118&livemode=1&stbId=3$订阅源-IPv6
广西卫视,http://58.19.43.46:9901/tsfile/live/1004_1.m3u8$订阅源
广西卫视,http://42.48.50.138:9002/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://221.224.4.170:1111/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://60.2.190.206:4000/rtp/239.253.92.76:8043$组播源
广西卫视,http://123.117.174.237:30000/rtp/239.3.1.39:8300$组播源
广西卫视,http://221.219.79.161:4000/rtp/239.3.1.39:8300$组播源
贵州卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000036/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000344$订阅源-IPv6
贵州卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010100/1.m3u8$订阅源-IPv6
贵州卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000036/index.m3u8$订阅源-IPv6
贵州卫视,http://58.19.43.46:9901/tsfile/live/1011_1.m3u8$订阅源
贵州卫视,http://42.48.50.138:9002/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://125.43.252.54:9901/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://60.2.190.206:4000/rtp/239.253.92.105:6055$组播源
贵州卫视,http://221.219.79.161:4000/rtp/239.3.1.149:8076$组播源
贵州卫视,http://115.60.241.249:2000/rtp/225.1.4.122:1302$组播源
海南卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000262/index.m3u8?IAS$订阅源-IPv6
海南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb08]/wh7f454c46tw2843123663_1489055229/ott.mobaibox.com/PLTV/3/224/3221228139/index.m3u8?icpid=3&RTS=1669701444&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3$订阅源-IPv6
海南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225855/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
海南卫视,http://42.48.50.138:9002/tsfile/live/1009_1.m3u8$订阅源
海南卫视,http://119.125.134.232:9901/tsfile/live/1000_1.m3u8$订阅源
海南卫视,http://123.122.163.183:19999/udp/239.3.1.45:8304$订阅源
海南卫视,http://221.219.79.161:4000/rtp/239.3.1.45:8304$组播源
海南卫视,http://115.60.241.249:2000/rtp/225.1.4.25:1054$组播源
海南卫视,http://www.furymax.top:85/rtp/239.69.1.151:10542$组播源
河北卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000057/index.m3u8?channel-id=newtv$订阅源-IPv6
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8?$订阅源-IPv6
河北卫视,http://[2409:8087:74f0:22::7]:6410/270000001128/9900000057/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000057$订阅源-IPv6
河北卫视,http://42.48.50.138:9002/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://221.224.4.170:1111/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://125.43.252.54:9901/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://60.2.190.206:4000/rtp/239.253.92.154:6011$组播源
河北卫视,http://221.219.79.161:4000/rtp/239.3.1.148:8072$组播源
河北卫视,http://115.60.241.249:2000/rtp/225.1.4.123:1304$组播源
河南卫视,http://[2409:8087:1a0a:df::402b]:80/wh7f454c46tw3580436585_-1356766422/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8$订阅源-IPv6
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8?$订阅源-IPv6
河南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031119/1.m3u8$订阅源-IPv6
河南卫视,http://58.19.43.46:9901/tsfile/live/1006_1.m3u8$订阅源
河南卫视,http://221.224.4.170:1111/tsfile/live/0139_1.m3u8$订阅源
河南卫视,http://119.125.134.232:9901/tsfile/live/0139_1.m3u8$订阅源
河南卫视,http://60.2.190.206:4000/rtp/239.253.92.137:6144$组播源
河南卫视,http://114.243.110.0:4000/rtp/239.3.1.27:8128$组播源
河南卫视,http://221.222.162.206:8888/rtp/239.3.1.27:8128$组播源
吉林卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000030/index.m3u8?channel-id=newtv$订阅源-IPv6
吉林卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000363/index.m3u8?IASHttpSessionId=$订阅源-IPv6
吉林卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000046BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QOVSARKsxkWGZw7vFUuOj2QqUR6TTs3uuC0H2mr3p6fRRazyiEPmSIyh%2BRO1%2BU3q84$订阅源-IPv6
吉林卫视,http://58.19.43.46:9901/tsfile/live/1007_1.m3u8$订阅源
吉林卫视,http://42.48.50.138:9002/tsfile/live/0116_1.m3u8$订阅源
吉林卫视,http://221.224.4.170:1111/tsfile/live/0116_1.m3u8$订阅源
吉林卫视,http://221.219.79.161:4000/rtp/239.3.1.240:8172$组播源
吉林卫视,http://115.60.241.249:2000/rtp/225.1.4.174:1309$组播源
吉林卫视,http://221.222.162.206:8888/rtp/239.3.1.240:8172$组播源
江苏卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000304/index.m3u8?IASHttpSessionId=$订阅源-IPv6
江苏卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000018509/1.m3u8$订阅源-IPv6
江苏卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8?$订阅源-IPv6
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws$订阅源
江苏卫视,http://58.19.43.46:9901/tsfile/live/1038_1.m3u8$订阅源
江苏卫视,http://42.48.50.138:9002/tsfile/live/0127_2.m3u8$订阅源
江苏卫视,http://60.2.190.206:4000/rtp/239.253.92.88:8018$组播源
江苏卫视,http://115.60.241.249:2000/rtp/225.1.4.83:1112$组播源
江苏卫视,http://114.243.110.0:4000/rtp/239.3.1.135:8028$组播源
江西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$订阅源-IPv6
江西卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000525/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000716$订阅源-IPv6
江西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$订阅源-IPv6
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws$订阅源
江西卫视,http://58.19.43.46:9901/tsfile/live/1045_1.m3u8$订阅源
江西卫视,http://42.48.50.138:9002/tsfile/live/0138_2.m3u8$订阅源
江西卫视,http://60.2.190.206:4000/rtp/239.253.92.19:6145$组播源
江西卫视,http://115.60.241.249:2000/rtp/225.1.4.139:1305$组播源
江西卫视,http://www.furymax.top:85/rtp/239.69.1.126:10394$组播源
辽宁卫视,http://[2409:8087:74f0:22::7]:6410/270000001128/9900000526/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000526$订阅源-IPv6
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8$订阅源-IPv6
辽宁卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225832/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
辽宁卫视,http://58.19.43.46:9901/tsfile/live/1041_1.m3u8$订阅源
辽宁卫视,http://42.48.50.138:9002/tsfile/live/0121_1.m3u8$订阅源
辽宁卫视,http://m.951688.xyz:35455/itv/1000000005000265022.m3u8?cdn=ystenlive$订阅源
辽宁卫视,http://221.219.79.161:4000/rtp/239.3.1.210:8056$组播源
辽宁卫视,http://114.243.110.0:4000/rtp/239.3.1.210:8056$组播源
辽宁卫视,http://www.furymax.top:85/rtp/239.69.1.71:10066$组播源
内蒙古卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
内蒙古卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8$订阅源-IPv6
内蒙古卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225846/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
内蒙古卫视,http://221.224.4.170:1111/tsfile/live/0114_1.m3u8$订阅源
内蒙古卫视,http://123.122.163.183:19999/udp/239.3.1.43:8176$订阅源
内蒙古卫视,http://114.252.238.87:8000/udp/239.3.1.43:8176$订阅源
内蒙古卫视,http://222.129.139.229:8888/rtp/239.3.1.43:8176$组播源
宁夏卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225632/2.m3u8$订阅源-IPv6
宁夏卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002239/index.m3u8$订阅源-IPv6
宁夏卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225726/2/index.m3u8$订阅源-IPv6
宁夏卫视,http://58.19.43.46:9901/tsfile/live/1003_1.m3u8$订阅源
宁夏卫视,http://42.48.50.138:9002/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://221.224.4.170:1111/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://221.219.79.161:4000/rtp/239.3.1.46:8124$组播源
宁夏卫视,http://115.60.241.249:2000/rtp/225.1.4.43:1072$组播源
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8$订阅源-IPv6
青海卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227119/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
青海卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/wh7f454c46tw1221605145_-1738716276/ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8?icpid=3&RTS=1668600311&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3$订阅源-IPv6
青海卫视,http://58.19.43.46:9901/tsfile/live/1014_1.m3u8$订阅源
青海卫视,http://42.48.50.138:9002/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://119.125.134.232:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://221.219.79.161:4000/rtp/239.3.1.44:8184$组播源
青海卫视,http://221.222.162.206:8888/rtp/239.3.1.44:8184$组播源
山东卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000527/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000087$订阅源-IPv6
山东卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
山东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226456/2.m3u8$订阅源-IPv6
山东卫视,http://42.48.50.138:9002/tsfile/live/0107_1.m3u8$订阅源
山东卫视,http://m.951688.xyz:35455/itv/1000000005000265019.m3u8?cdn=ystenlive$订阅源
山东卫视,http://125.43.252.54:9901/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://60.2.190.206:4000/rtp/239.253.92.207:8109$组播源
山东卫视,http://123.117.174.237:30000/rtp/239.3.1.209:8052$组播源
山东卫视,http://115.60.241.249:2000/rtp/225.1.4.88:1117$组播源
山西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8$订阅源-IPv6
山西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8$订阅源-IPv6
山西卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
山西卫视,http://58.19.43.46:9901/tsfile/live/1009_1.m3u8$订阅源
山西卫视,http://42.48.50.138:9002/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://125.43.252.54:9901/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://115.60.241.249:2000/rtp/225.1.4.38:1067$组播源
陕西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225625/2.m3u8$订阅源-IPv6
陕西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010113/1.m3u8$订阅源-IPv6
陕西卫视,http://[2409:8087:1a0a:df::404a]:80/wh7f454c46tw3334119019_-848365723/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8?icpid=88888888&RTS=1713970163&from=4&hms_devid=1212&online=1713970163&vqe=3$订阅源-IPv6
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws$订阅源
陕西卫视,http://58.19.43.46:9901/tsfile/live/1013_1.m3u8$订阅源
陕西卫视,http://42.48.50.138:9002/tsfile/live/0136_1.m3u8$订阅源
四川卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8$订阅源-IPv6
四川卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226338/index.m3u8$订阅源-IPv6
四川卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8?$订阅源-IPv6
四川卫视,http://58.19.43.46:9901/tsfile/live/1043_1.m3u8$订阅源
四川卫视,http://42.48.50.138:9002/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://221.224.4.170:1111/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://115.60.241.249:2000/rtp/225.1.4.151:1306$组播源
四川卫视,http://221.222.162.206:8888/rtp/239.3.1.29:8288$组播源
四川卫视,http://www.furymax.top:85/rtp/239.69.1.169:10650$组播源
深圳卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265028/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3$订阅源-IPv6
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw209094840_889003019/ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8?icpid=3&RTS=1674380324&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3$订阅源-IPv6
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225739/2.m3u8$订阅源-IPv6
深圳卫视,http://42.48.50.138:9002/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://221.224.4.170:1111/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://119.125.134.232:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://60.2.190.206:4000/rtp/239.253.92.86:8017$组播源
深圳卫视,http://115.60.241.249:2000/rtp/225.1.4.90:1119$组播源
深圳卫视,http://www.furymax.top:85/rtp/239.254.96.137:8896$组播源
三沙卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227172/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
三沙卫视,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/ott.mobaibox.com/PLTV/4/224/3221228626/index.m3u8$订阅源-IPv6
三沙卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS$订阅源-IPv6
三沙卫视,http://119.125.134.232:9901/tsfile/live/1001_1.m3u8$订阅源
三沙卫视,http://123.122.163.183:19999/udp/239.3.1.155:4120$订阅源
三沙卫视,http://114.252.238.87:8000/udp/239.3.1.155:4120$订阅源
三沙卫视,http://221.219.79.161:4000/rtp/239.3.1.155:4120$组播源
三沙卫视,http://221.222.162.206:8888/rtp/239.3.1.155:4120$组播源
三沙卫视,http://222.129.139.229:8888/rtp/239.3.1.155:4120$组播源
天津卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010069/index.m3u8$订阅源-IPv6
天津卫视,http://[2409:8087:1a0a:df::402e]:80/wh7f454c46tw2817558359_702405668/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8?icpid=88888888&RTS=1713969646&from=4&hms_devid=1103&online=1713969646&vqe=3$订阅源-IPv6
天津卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225698/2/index.m3u8$订阅源-IPv6
天津卫视,http://42.48.50.138:9002/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://221.224.4.170:1111/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://m.951688.xyz:35455/itv/1000000005000265026.m3u8?cdn=ystenlive$订阅源
天津卫视,http://123.117.174.237:30000/rtp/239.3.1.141:1234$组播源
天津卫视,http://221.219.79.161:4000/rtp/239.3.1.141:1234$组播源
天津卫视,http://115.60.241.249:2000/rtp/225.1.4.86:1115$组播源
西藏卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227217/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
西藏卫视,http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226433/index.m3u8$订阅源-IPv6
西藏卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/6603041244077933770/1.m3u8$订阅源-IPv6
西藏卫视,http://42.48.50.138:9002/tsfile/live/1005_1.m3u8$订阅源
西藏卫视,http://119.125.134.232:9901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://123.122.163.183:19999/udp/239.3.1.47:8164$订阅源
西藏卫视,http://221.219.79.161:4000/rtp/239.3.1.47:8164$组播源
新疆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001065/index.m3u8$订阅源-IPv6
新疆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000316/index.m3u8?$订阅源-IPv6
新疆卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
新疆卫视,http://42.48.50.138:9002/tsfile/live/1008_1.m3u8$订阅源
新疆卫视,http://119.125.134.232:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://171.104.192.14:8181/tsfile/live/0110_1.m3u8$订阅源
云南卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226549/index.m3u8$订阅源-IPv6
云南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226444/index.m3u8$订阅源-IPv6
云南卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000035/index.m3u8?channel-id=newtv$订阅源-IPv6
云南卫视,http://58.19.43.46:9901/tsfile/live/1010_1.m3u8$订阅源
云南卫视,http://42.48.50.138:9002/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://221.224.4.170:1111/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://221.219.79.161:4000/rtp/239.3.1.26:8108$组播源
云南卫视,http://115.60.241.249:2000/rtp/225.1.4.152:1307$组播源
云南卫视,http://114.243.110.0:4000/rtp/239.3.1.26:8108$组播源

☘️广东频道,#genre#
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8$订阅源-IPv6
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8$订阅源-IPv6
广东珠江,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$订阅源-IPv6
广东珠江,http://119.125.134.232:9901/tsfile/live/1003_1.m3u8$订阅源
广东珠江,http://14.212.185.71:9901/tsfile/live/1000_1.m3u8$订阅源
广东珠江,http://120.238.94.10:9901/tsfile/live/1009_1.m3u8$订阅源
广东体育,http://119.125.134.232:9901/tsfile/live/1007_1.m3u8$订阅源
广东体育,http://14.212.185.71:9901/tsfile/live/1003_1.m3u8$订阅源
广东体育,http://171.110.42.2:8181/tsfile/live/1026_1.m3u8$订阅源
广东新闻,http://14.212.185.71:9901/tsfile/live/1001_1.m3u8$订阅源
广东新闻,http://120.238.94.10:9901/tsfile/live/1010_1.m3u8$订阅源
广东新闻,http://183.3.134.56:9901/tsfile/live/1005_1.m3u8$订阅源
广东卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001032/index.m3u8?$订阅源-IPv6
广东卫视,http://[2409:8087:1a0a:df::4011]:80/wh7f454c46tw2785724078_-429391256/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8?icpid=88888888&RTS=1713969614&from=4&hms_devid=772&online=1713969614&vqe=3$订阅源-IPv6
广东卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265034/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265034&livemode=1&stbId=3$订阅源-IPv6
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws$订阅源
广东卫视,http://58.19.43.46:9901/tsfile/live/1039_1.m3u8$订阅源
广东卫视,http://42.48.50.138:9002/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://221.219.79.161:4000/rtp/239.3.1.142:8048$组播源
广东卫视,http://115.60.241.249:2000/rtp/225.1.4.166:1207$组播源
广东卫视,http://114.243.110.0:4000/rtp/239.3.1.142:8048$组播源
广东民生,http://171.110.42.2:8181/tsfile/live/1020_1.m3u8$订阅源
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010108/1.m3u8$订阅源-IPv6
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8$订阅源-IPv6
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/1.m3u8$订阅源-IPv6
大湾区卫视,http://119.125.134.232:9901/tsfile/live/1004_1.m3u8$订阅源
大湾区卫视,http://119.125.134.232:9901/tsfile/live/1026_1.m3u8$订阅源
广州综合,http://119.32.12.32:2901/udp/224.1.100.36:11111$订阅源
广州竞赛,http://119.32.12.32:2901/udp/224.1.100.105:11111$订阅源
深圳卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265028/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3$订阅源-IPv6
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw209094840_889003019/ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8?icpid=3&RTS=1674380324&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3$订阅源-IPv6
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225739/2.m3u8$订阅源-IPv6
深圳卫视,http://42.48.50.138:9002/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://221.224.4.170:1111/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://119.125.134.232:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://60.2.190.206:4000/rtp/239.253.92.86:8017$组播源
深圳卫视,http://115.60.241.249:2000/rtp/225.1.4.90:1119$组播源
深圳卫视,http://www.furymax.top:85/rtp/239.254.96.137:8896$组播源

☘️浙江频道,#genre#
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江台,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江台,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源
浙江钱江台,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8$订阅源
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$订阅源
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8$订阅源
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$订阅源
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?$订阅源
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8$订阅源
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/720p.m3u8$订阅源
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$订阅源
